Rank on List,Ethnicity,Gender,Race,Project Type,VI Score,Household Type
1472,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1473,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1474,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1475,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,#N/A,Household without Children
1476,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household without Children
1477,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,5,Household without Children
1478,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1479,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1480,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,PSH,5,Household without Children
1481,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1482,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1483,Hispanic/Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
1484,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1485,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
1486,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1487,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1488,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1489,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1490,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1491,Hispanic/Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1492,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1493,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,5,Household without Children
1494,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1495,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1496,Hispanic/Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1497,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1498,Hispanic/Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1499,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1500,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,7,Household without Children
1501,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1502,Hispanic/Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household without Children
1503,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,5,Household without Children
1504,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1505,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
1506,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1507,Hispanic/Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1508,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1509,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1510,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household without Children
1511,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
1512,Data not collected,Female,White,PSH,5,Household without Children
1513,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1514,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,5,Household without Children
1515,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,5,Household without Children
1516,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1517,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1518,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,#N/A,Household without Children
1519,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1520,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1521,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1522,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1523,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1524,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1525,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
1526,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1527,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
1528,Hispanic/Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,#N/A,Household without Children
1529,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1530,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1531,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1532,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,5,Household without Children
1533,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1534,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1535,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1536,Hispanic/Latin(a)(o)(x),Female,White,PSH,#N/A,Household without Children
1537,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1538,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,5,Household without Children
1539,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1540,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1541,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1542,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1543,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1544,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,4,Household without Children
1545,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,4,Household without Children
1546,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1547,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1548,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1549,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1550,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1551,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1552,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1553,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1554,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1555,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household without Children
1556,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1557,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1558,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1559,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1560,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1561,Non-Hispanic/Non-Latin(a)(o)(x),Male,Native Hawaiian or Pacific Islander,PSH,4,Household without Children
1562,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1563,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1564,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,PSH,4,Household without Children
1565,Non-Hispanic/Non-Latin(a)(o)(x),Female,Asian or Asian American,PSH,4,Household without Children
1566,Hispanic/Latin(a)(o)(x),Male,White,PSH,#N/A,Household without Children
1567,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1568,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1569,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,PSH,4,Household without Children
1570,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1571,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1572,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1573,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,4,Household without Children
1574,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1575,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1576,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1577,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1578,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,8,Household without Children
1579,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,4,Household without Children
1580,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1581,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1582,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,4,Household without Children
1583,Data not collected,Male,"Black, African American, or African",PSH,4,Household without Children
1584,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1585,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1586,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1587,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1588,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1589,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1590,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1591,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1592,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1593,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1594,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household without Children
1595,Hispanic/Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1596,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1597,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1598,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1599,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,4,Household without Children
1600,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,#N/A,Household without Children
1601,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1602,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1603,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1604,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,#N/A,Household without Children
1605,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1606,Hispanic/Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1607,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1608,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1609,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1610,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1611,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1612,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1613,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1614,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1615,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1616,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1617,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1618,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1619,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1620,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1621,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,#N/A,Household without Children
1622,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,#N/A,Household without Children
1623,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household without Children
1624,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,#N/A,Household without Children
1625,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household without Children
1626,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1627,Hispanic/Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1628,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1629,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1630,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1631,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1632,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1633,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1634,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1635,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1636,Non-Hispanic/Non-Latin(a)(o)(x),Other gender,White,PSH,4,Household without Children
1637,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1638,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1639,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1640,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1641,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1642,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1643,Hispanic/Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1644,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1645,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,4,Household without Children
1646,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1647,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1648,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1649,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1650,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1651,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,4,Household without Children
1652,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1653,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,4,Household without Children
1654,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1655,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1656,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,4,Household without Children
1657,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1658,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1659,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1660,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,3,Household without Children
1661,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1662,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1663,Hispanic/Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1664,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1665,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1666,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,3,Household without Children
1667,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1668,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1669,Non-Hispanic/Non-Latin(a)(o)(x),Male,Native Hawaiian or Pacific Islander,PSH,3,Household without Children
1670,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1671,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,3,Household without Children
1672,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,3,Household without Children
1673,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1674,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1675,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1676,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1677,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,3,Household without Children
1678,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1679,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,3,Household without Children
1680,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1681,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1682,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1683,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1684,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,3,Household without Children
1685,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,3,Household without Children
1686,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1687,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",PSH,3,Household without Children
1688,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1689,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,#N/A,Household without Children
1690,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1691,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1692,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1693,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,3,Household without Children
1694,Hispanic/Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,3,Household without Children
1695,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,#N/A,Household without Children
1696,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,3,Household without Children
1697,Hispanic/Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1698,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1699,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,PSH,3,Household without Children
1700,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1701,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1702,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1703,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1704,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1705,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,3,Household without Children
1706,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1707,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1708,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,3,Household without Children
1709,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1710,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1711,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,3,Household without Children
1712,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1713,Data not collected,Male,White,PSH,3,Household without Children
1714,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,3,Household without Children
1715,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1716,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1717,Client refused,Male,Client refused,PSH,3,Household without Children
1718,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,3,Household without Children
1719,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1720,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1721,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1722,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1723,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1724,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1725,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1726,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1727,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,3,Household without Children
1728,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,3,Household without Children
1729,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1730,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,2,Household without Children
1731,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1732,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1733,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1734,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1735,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,2,Household without Children
1736,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,#N/A,Household without Children
1737,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1738,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1739,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,2,Household without Children
1740,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1741,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,2,Household without Children
1742,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1743,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1744,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,5,Household without Children
1745,Hispanic/Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1746,Hispanic/Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1747,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1748,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1749,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,#N/A,Household without Children
1750,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,2,Household without Children
1751,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,2,Household without Children
1752,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1753,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1754,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,2,Household without Children
1755,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1756,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,2,Household without Children
1757,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,2,Household without Children
1758,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,2,Household without Children
1759,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,2,Household without Children
1760,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,2,Household without Children
1761,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,1,Household without Children
1762,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,1,Household without Children
1763,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,1,Household without Children
1764,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,1,Household without Children
1765,Hispanic/Latin(a)(o)(x),Female,Client doesn't know,PSH,1,Household without Children
1766,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,1,Household without Children
1767,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,PSH,1,Household without Children
1768,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,1,Household without Children
1769,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,1,Household without Children
1770,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,1,Household without Children
